ts,flow_kg_s,dp_kPa,temp_C,vib_mm_s
2025-09-17 17:52:05.561542,5060.943415950886,92.2420499875121,29.761832324797616,1.6829756490617092
2025-09-17 17:53:05.561542,4792.003178751901,98.90350019874654,29.73877783753747,2.013165578990308
2025-09-17 17:54:05.561542,5150.090239161292,108.96195939201947,35.01062392735683,2.1553518438151227
2025-09-17 17:55:05.561542,5188.112943278243,100.65707999097857,29.324813059103736,1.9507043908221628
2025-09-17 17:56:05.561542,4609.792962269233,97.17676766894051,31.980453984123308,2.17935752054539
2025-09-17 17:57:05.561542,4739.564098627537,91.20964669998193,33.6233143730719,2.123316592784814
2025-09-17 17:58:05.561542,5025.568080633457,106.90152863865403,31.34122817157686,2.2298466626197317
2025-09-17 17:59:05.561542,4936.751481531283,99.64958099486172,28.652367857437323,2.4346876916791182
2025-09-17 18:00:05.561542,4996.6397684991425,91.21633073318586,27.431024828026107,2.522805328133819
2025-09-17 18:01:05.561542,4829.391214485284,95.3786715896423,31.49084056542841,2.146334223300875
2025-09-17 18:02:05.561542,5175.879594972565,93.61230991320934,33.2900504473129,1.9080299620182462
2025-09-17 18:03:05.561542,5155.55838708579,99.34128237144014,31.091926191058242,2.0123671773043137
2025-09-17 18:04:05.561542,5013.206139512243,101.03669484806409,32.466896307872304,2.3146509170254537
2025-09-17 18:05:05.561542,5225.448241393607,97.48391467860738,35.18389409547618,1.821355008941486
2025-09-17 18:06:05.561542,5093.501868450409,103.8852329824344,31.67474856878124,2.289532219328526
2025-09-17 18:07:05.561542,4828.141507423353,100.39401120236221,27.798734268412165,1.9660151880164298
2025-09-17 18:08:05.561542,5073.7501568165,105.31156192636065,30.10212153100891,2.045425190295834
2025-09-17 18:09:05.561542,4808.223479834201,98.21402960959641,32.7404303870423,1.8384624876479458
2025-09-17 18:10:05.561542,5175.690060261454,115.22662796005572,29.502440418103973,1.7352549594817062
2025-09-17 18:11:05.561542,4990.014817802749,97.17755638263021,33.01141118962592,1.944232798487744
2025-09-17 18:12:05.561542,4963.027527290948,95.48335004122065,29.866126204023217,2.2606023388671095
2025-09-17 18:13:05.561542,4863.814091119211,94.86849724952121,30.66869484189367,1.859607887942988
2025-09-17 18:14:05.561542,5244.508267734806,98.94529636722848,29.2985179193123,2.3225042320041105
2025-09-17 18:15:05.561542,4969.09410358624,91.40231954567108,30.31907268064215,1.8854253237469651
2025-09-17 18:16:05.561542,4914.334435567379,101.47281421913905,30.424894855539083,1.7863545687237747
2025-09-17 18:17:05.561542,4929.573289902354,90.47348115217596,26.782916147166567,2.0507274097162145
2025-09-17 18:18:05.561542,5106.46183711067,100.80835462028615,29.11681341483785,2.1358143975588173
2025-09-17 18:19:05.561542,5073.088812872816,93.24374127951823,27.53358382629312,2.037617583304102
2025-09-17 18:20:05.561542,5082.546522319198,98.09353296309953,29.18578278522328,2.030190679118396
2025-09-17 18:21:05.561542,5086.164200601576,103.02270199566179,28.4096724606696,2.320592042188268
2025-09-17 18:22:05.561542,5428.329520174092,111.52018841938177,32.02364235247115,2.0189829094984253
2025-09-17 18:23:05.561542,4918.716996723077,94.60999739609422,32.04679987417102,1.9059186429182187
2025-09-17 18:24:05.561542,4897.551454185693,99.24841275286803,31.120588308666953,1.773406091350071
2025-09-17 18:25:05.561542,4837.245454350425,96.38120662612229,27.46470153757033,2.254727137886068
2025-09-17 18:26:05.561542,5123.195884515099,95.65064838719603,29.803730445572914,1.9148643953811644
2025-09-17 18:27:05.561542,5225.794458544178,96.42513335015228,27.30561537643975,1.9343794023426593
2025-09-17 18:28:05.561542,4977.210508469025,104.1203323781847,29.705413228097807,2.2103758810139014
2025-09-17 18:29:05.561542,4831.968704607494,97.5597206788481,31.29484233445854,2.4108295589554625
2025-09-17 18:30:05.561542,4835.103756861752,111.24656349135428,31.984208645830208,2.050266382766162
2025-09-17 18:31:05.561542,5130.118557564941,102.07989627947367,30.945689559718087,1.9726003453870695
2025-09-17 18:32:05.561542,5148.650834240689,94.94994669412962,32.51694312802808,1.998869504965379
2025-09-17 18:33:05.561542,5108.630853661039,98.16647408927462,30.51951277387492,1.9088923430526736
2025-09-17 18:34:05.561542,4866.898058542261,95.99076504980005,29.532879455979405,1.9288305268663337
2025-09-17 18:35:05.561542,5046.432264613344,104.00034326473357,31.747321019398825,1.9299021538607268
2025-09-17 18:36:05.561542,5023.337161828145,91.80610171717373,31.812952200353347,2.182145615600866
2025-09-17 18:37:05.561542,5043.737719345802,93.29524309782094,28.95165660335257,1.9823658814865213
2025-09-17 18:38:05.561542,5174.285755589638,97.04226940625429,30.757964517140138,2.2718624825218683
2025-09-17 18:39:05.561542,5044.719109754937,103.41473396569162,29.411373251326744,1.976744568001111
